Func,runtime
findPointsRtree , 0.00052
insertPoints , 0.61801
findPointsRtree , 0.00054
insertPoints , 0.56128
findPointsRtree , 0.00057
insertPoints , 0.65928
findPointsRtree , 0.00062
insertPoints , 0.49092
findPointsRtree , 0.00059
insertPoints , 0.51106
findPointsRtree , 0.00051
insertPoints , 0.46048
findPointsRtree , 0.00051
insertPoints , 0.51217
findPointsRtree , 0.00052
insertPoints , 0.52667
findPointsRtree , 0.00052
insertPoints , 0.45099
findPointsRtree , 0.00052
insertPoints , 0.45984
findPointsRtree , 0.00057
insertPoints , 0.46863
findPointsRtree , 0.00051
insertPoints , 0.53233
findPointsRtree , 0.00052
insertPoints , 0.46252
findPointsRtree , 0.00056
insertPoints , 0.48596
findPointsRtree , 0.00052
insertPoints , 0.50526
findPointsRtree , 0.00053
insertPoints , 0.56366
findPointsRtree , 0.00061
insertPoints , 0.54192
findPointsRtree , 0.00052
insertPoints , 0.64114
findPointsRtree , 0.00053
insertPoints , 0.68569
findPointsRtree , 0.00053
insertPoints , 0.47488
findPointsRtree , 0.00049
insertPoints , 0.58826
findPointsRtree , 0.00059
insertPoints , 0.52981
findPointsRtree , 0.00052
insertPoints , 0.53237
findPointsRtree , 0.00063
insertPoints , 0.4647
findPointsRtree , 0.00051
insertPoints , 0.90991
findPointsRtree , 0.0005
insertPoints , 0.43083
findPointsRtree , 0.00052
insertPoints , 0.52674
findPointsRtree , 0.00052
insertPoints , 0.54248
findPointsRtree , 0.0005
insertPoints , 0.52875
findPointsRtree , 0.00056
insertPoints , 0.60395
findPointsRtree , 0.00055
insertPoints , 0.5322
findPointsRtree , 0.00051
insertPoints , 0.53112
findPointsRtree , 0.00052
insertPoints , 0.4931
findPointsRtree , 0.00056
insertPoints , 0.41906
findPointsRtree , 0.00052
insertPoints , 0.44761
insertPoints , 0.26044
findPointsRtree , 0.00113
insertPoints , 0.3378
findPointsRtree , 0.00051
insertPoints , 0.45285
findPointsRtree , 0.00051
insertPoints , 0.3985
findPointsRtree , 0.00046
insertPoints , 0.49745
findPointsRtree , 0.00047
insertPoints , 0.51151
findPointsRtree , 0.00061
insertPoints , 0.51278
findPointsRtree , 0.0011
insertPoints , 0.47578
findPointsRtree , 0.00061
insertPoints , 0.41388
findPointsRtree , 0.0005
insertPoints , 0.43885
findPointsRtree , 0.00049
insertPoints , 0.5647
findPointsRtree , 0.00047
insertPoints , 0.50931
findPointsRtree , 0.00051
insertPoints , 0.65898
findPointsRtree , 0.00051
insertPoints , 0.43082
findPointsRtree , 0.00064
insertPoints , 0.79772
findPointsRtree , 0.00057
insertPoints , 0.34364
findPointsRtree , 0.00056
insertPoints , 0.73798
findPointsRtree , 0.00051
insertPoints , 0.34492
findPointsRtree , 0.0005
insertPoints , 0.33936
findPointsRtree , 0.00053
insertPoints , 0.36757
findPointsRtree , 0.00057
insertPoints , 0.83021
findPointsRtree , 0.0005
insertPoints , 0.38858
findPointsRtree , 0.00055
insertPoints , 0.36096
findPointsRtree , 0.00051
insertPoints , 0.37324
findPointsRtree , 0.00058
insertPoints , 0.3834
findPointsRtree , 0.0006
insertPoints , 1.33196
findPointsRtree , 0.00052
insertPoints , 0.46719
findPointsRtree , 0.00053
insertPoints , 0.40176
findPointsRtree , 0.00054
insertPoints , 0.40142
findPointsRtree , 0.00071
insertPoints , 0.41456
findPointsRtree , 0.00054
insertPoints , 0.41989
findPointsRtree , 0.00055
insertPoints , 0.4176
findPointsRtree , 0.00052
insertPoints , 0.39239
findPointsRtree , 0.00056
insertPoints , 1.46943
findPointsRtree , 0.00049
insertPoints , 0.38214
findPointsRtree , 0.00061
insertPoints , 0.4343
findPointsRtree , 0.00058
insertPoints , 0.45185
findPointsRtree , 0.00057
insertPoints , 0.46938
findPointsRtree , 0.0005
insertPoints , 0.40545
findPointsRtree , 0.00062
insertPoints , 0.45816
findPointsRtree , 0.00055
insertPoints , 0.45483
findPointsRtree , 0.00052
insertPoints , 0.38026
findPointsRtree , 0.00049
insertPoints , 0.41351
findPointsRtree , 0.00052
insertPoints , 0.39476
findPointsRtree , 0.00051
insertPoints , 0.44289
findPointsRtree , 0.00053
insertPoints , 0.39858
findPointsRtree , 0.00053
insertPoints , 0.48161
findPointsRtree , 0.00049
insertPoints , 0.45476
findPointsRtree , 0.00052
insertPoints , 0.4286
findPointsRtree , 0.00052
insertPoints , 0.43764
findPointsRtree , 0.00055
insertPoints , 1.48725
findPointsRtree , 0.00049
insertPoints , 0.39673
findPointsRtree , 0.00051
insertPoints , 0.41577
findPointsRtree , 0.00055
insertPoints , 0.65943
findPointsRtree , 0.0005
insertPoints , 0.4258
findPointsRtree , 0.0005
insertPoints , 0.39541
findPointsRtree , 0.00059
insertPoints , 0.46467
findPointsRtree , 0.00052
insertPoints , 0.35975
findPointsRtree , 0.00051
insertPoints , 0.38495
findPointsRtree , 0.00051
insertPoints , 0.37429
findPointsRtree , 0.00052
insertPoints , 0.38192
findPointsRtree , 0.00113
insertPoints , 0.43357
findPointsRtree , 0.0005
insertPoints , 0.41394
findPointsRtree , 0.00056
insertPoints , 0.54079
findPointsRtree , 0.00052
insertPoints , 0.4937
findPointsRtree , 0.00052
insertPoints , 0.45828
findPointsRtree , 0.00051
insertPoints , 0.541
findPointsRtree , 0.00051
insertPoints , 0.50943
findPointsRtree , 0.00051
insertPoints , 0.45118
findPointsRtree , 0.00054
insertPoints , 0.54008
findPointsRtree , 0.00051
insertPoints , 0.46127
findPointsRtree , 0.00057
insertPoints , 0.41261
findPointsRtree , 0.00054
insertPoints , 0.46698
findPointsRtree , 0.00073
insertPoints , 0.71805
findPointsRtree , 0.00054
insertPoints , 0.671
findPointsRtree , 0.00052
insertPoints , 0.26598
findPointsRtree , 0.00128
insertPoints , 0.33238
findPointsRtree , 0.00057
insertPoints , 0.44591
findPointsRtree , 0.00058
insertPoints , 0.41361
findPointsRtree , 0.00053
insertPoints , 0.54524
findPointsRtree , 0.00052
insertPoints , 0.52194
findPointsRtree , 0.00049
insertPoints , 0.51698
findPointsRtree , 0.00048
insertPoints , 0.47722
findPointsRtree , 0.00049
insertPoints , 0.42543
findPointsRtree , 0.00054
insertPoints , 0.46156
findPointsRtree , 0.00045
